#{"source_key": "WB", "source_url": "http://data.worldbank.org/indicator/NY.GNP.PCAP.PP.CD", "source_date": "2017-03-23", "extract_date": "2017-04-04", "update_frequency": "Every year"}
"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Middle East & North Africa (excluding high income)","MNA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4984.03370073972","4904.60744005199","5142.6768074079","5253.96574396019","5319.0165320294","5503.35880643269","5779.00716848362","6024.62947138524","6411.37991832688","6659.71865991912","7007.7246424806","7287.73611537194","7508.8384403727","7706.55049074245","8398.24058594932","8952.97391296231","9653.56557555222","10414.0343509419","10877.2275873887","11035.1742984847","11498.0899142093","11462.111783955","11568.4941252497","11708.1305731121","12022.6068339395","","",
"Montenegro","MNE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6300","7130","7500","7760","8250","8410","10530","12550","13940","13010","13570","14590","14100","15170","15610","16460","",
"Mongolia","MNG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3250","3070","2760","2680","2810","3040","3160","3310","3470","3600","3670","3840","4040","4350","4890","5270","5870","6490","7050","6820","6920","8170","9220","10500","11040","11220","",
"Northern Mariana Islands","MNP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","230","250","230","240","250","260","330","360","400","420","420","470","470","540","570","620","670","720","770","830","870","940","1010","1070","1120","1170","",
"Mauritania","MRT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710","1780","1800","1880","1800","1970","2210","2090","2120","2250","2200","2150","2280","2370","2500","2720","3070","3180","3230","3200","3210","3300","3450","3620","3710","","",
"Mauritius","MUS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4730","5110","5500","5830","6070","6420","6790","7260","7680","7910","8720","9170","9440","9820","10640","11060","12390","13650","14470","14750","15800","16610","17470","18280","18740","19940","",
"Malawi","MWI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","470","520","490","550","490","580","640","660","660","670","680","650","660","690","730","760","800","870","930","980","1020","1060","1060","1090","1140","1140","",
"Malaysia","MYS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6470","7070","7650","8430","9170","10040","10960","11580","10570","10940","11760","11950","12630","13540","14620","15730","17080","19000","19500","19020","20020","21350","22270","23430","24900","26190","",
"North America","NAC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23288.3044648965","23696.7855717943","24629.263580096","25449.6928882959","26775.1149678225","27949.2618938691","29291.8772432764","30888.1838815097","32445.0084710285","34048.1635365029","36089.130681283","36999.05217784","37732.8168358101","39100.6562436291","41335.2648305612","43808.9914017065","46400.8745880693","47466.0959338729","47744.4295335763","46348.6716424179","47932.5299071416","49718.1167653305","51720.3404655106","52907.0285114619","54935.9536047017","56178.1737561654","",
"Namibia","NAM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3740","4110","4250","4210","4240","4470","4460","4580","4680","4650","4880","4920","5220","5690","6280","6380","7010","7480","7720","7650","7900","8390","8660","9400","9990","10380","",
"New Caledonia","NCL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","570","590","550","550","560","560","580","580","630","620","600","630","640","660","660","680","720","740","790","760","800","800","870","890","930","950","",
"Nigeria","NGA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1770","1780","1770","1700","1750","1840","1950","1990","1960","","1950","2120","2160","2340","3140","3240","3870","3960","4170","4320","4750","4940","5150","5360","5740","5810","",
"Nicaragua","NIC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1910","1530","1430","1490","1790","1970","2120","2240","2360","2520","2650","2730","2770","2870","3070","3300","3440","3700","3850","3710","3830","4110","4350","4570","4830","5060","",
"Netherlands","NLD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18770","19800","20360","21110","22210","23450","24630","25990","27280","29390","32190","32880","34050","34180","36070","37410","41460","44120","44990","44130","44950","46910","47670","49390","48930","49410","",
"Norway","NOR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17920","18920","20150","21060","22600","24020","26490","28290","27850","30300","36440","37910","38070","38770","42600","48300","54150","55670","61400","55770","58620","62640","65920","67730","68850","65430","",
"Nepal","NPL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","780","830","860","890","960","990","1030","1080","1100","1150","1220","1290","1290","1340","1420","1510","1600","1690","1800","1890","1970","2050","2170","2270","2440","2500","",
"Nauru","NRU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8170","","","","","",
"New Zealand","NZL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14250","13590","13950","14810","15940","16780","17090","17990","18440","19350","20290","21370","22130","22820","23670","24020","25900","27290","27700","29440","29710","31250","31700","34780","35630","36150","",
"OECD members","OED","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16485.6128265274","17137.4426882886","17756.267436238","18403.5086521154","19269.7091284662","20006.833509178","20943.6499956586","21957.2871220482","22760.8050460601","23688.095582477","25243.7606711568","26064.8670875699","26807.0170400443","27573.1671386223","29112.5570913158","30539.1043130316","32647.7648691383","34030.3811546804","34749.5074648299","33881.7638960939","35272.339236532","36733.893091728","37772.9214207534","38948.6361391735","40078.1470968235","40985.2596349686","",
"Oman","OMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22060","23390","24390","25400","25980","27290","28180","30220","31070","31520","33930","35810","34580","34270","35100","35550","35210","40650","42870","43320","43090","39900","40310","39530","37550","38650","",
"Other small states","OSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12389.0157719627","13216.2364291058","15411.6703986987","17110.4938167345","18329.9283679896","18073.8747300498","19278.6436035805","21163.6451695533","22108.1052206272","22973.3727811588","23621.446143436","24348.5548499976","",
"Pakistan","PAK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2060","2140","2260","2290","2350","2470","2550","2540","2570","2640","2740","2800","2920","3140","3370","3660","3920","4120","4200","4290","4370","4520","4690","4870","5110","5320","",
"Panama","PAN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4880","5250","5780","6250","6500","6500","6780","7110","7540","7700","8060","8090","8520","8620","9210","9970","10980","12460","13520","13390","13720","15830","17470","18600","19820","20460","",
"Peru","PER","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3340","3320","3310","3470","3920","4220","4410","4710","4750","4820","4980","5130","5400","5680","5890","6210","6710","7520","8340","8450","9040","9670","10450","11250","11650","12060","",
"Philippines","PHL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2550","2590","2630","2700","2840","2980","3160","3360","3580","3650","3930","4080","4220","4570","4940","5370","5710","6140","6490","6830","7360","6890","7420","8000","8480","8940","",
"Palau","PLW","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10780","10030","9100","9290","10570","11650","11830","11560","11330","10100","10670","11350","10940","12110","12550","12500","12700","12100","11230","11690","12360","12970","12630","13340","14730","",
"Papua New Guinea","PNG","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1000","1110","1180","1400","1500","1470","1520","1480","1400","1390","1380","1350","1340","1300","1370","1510","1490","1780","1890","1930","1990","2240","2410","2540","2800","","",
"Poland","POL","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5600","5790","6170","6840","7410","8060","8770","9350","9890","10610","11100","11740","12140","12840","13580","14770","16210","17870","18540","20340","22030","22940","23910","24820","25930","",
"Pre-demographic dividend","PRE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1710.52086840361","1781.95472160079","1766.60461396605","1716.69894539473","2083.96978867604","2211.94042655036","2486.712006241","2614.02761333759","2774.26305940251","2838.04703373285","2983.08155134935","3099.89608262092","3260.65576046239","3328.17497740047","3512.22718087593","3564.95649905052","",
"Puerto Rico","PRI","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11540","11940","12230","12830","13310","13930","14480","15090","15660","16460","17280","18690","18890","19650","20730","21830","22710","23170","23060","22490","22060","22390","23290","24020","","","",
"Korea, Dem. People’s Rep.","PRK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11760","12740","13240","13270","13590","14490","14960","15720","16590","17630","18510","19190","20010","20580","21170","22390","23890","24880","25590","25530","26440","26260","25810","27550","28420","29060","",
"Paraguay","PRY","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4360","4650","4660","4610","4510","4170","4220","4330","4130","4410","4590","5080","5740","6220","5850","6640","7120","6940","8020","8510","8680","",
"West Bank and Gaza","PSE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2190","2310","2390","2920","3740","4360","3720","3350","3220","3500","3780","4300","4180","4160","3770","4350","4350","4670","5310","5090","5080","","",
"Pacific island small states","PSS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2636.93871748169","2683.7945608975","2815.37749190009","2870.03225914272","2987.15012837293","3167.39180322957","3271.68524256759","3384.62378968524","3421.6688697392","3608.62097033684","3718.43404761006","3766.73021549497","3898.92884417531","3955.63755963507","4207.66144635386","4387.97818615107","4417.73908028536","4528.04525441858","4594.51308240308","4503.64810369849","4566.37028562482","4725.74530690657","4894.78988153297","5233.58101876385","5412.02261872564","5696.37302003622","",
"Post-demographic dividend","PST","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17789.6737591936","18465.0270241484","19080.6505747776","19559.2055330885","20475.2379232026","21338.5384963347","22323.5547648934","23397.1119369477","24257.4965895442","25323.0160617454","27010.8499001438","28018.4080685623","28894.9592340307","29822.1935618405","31523.4238360459","33098.1487239222","35384.2210658418","36881.2897225302","37633.4751032304","36672.7484851686","38146.7746547644","39656.2141988089","40821.5039589884","42167.1292770288","43390.4919461775","44378.4383571722","",
"French Polynesia","PYF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96740","88060","105250","106970","108300","102380","110810","122030","124890","128840","132900","138480","",
"Romania","ROU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5240","4780","4480","4650","4950","5420","5730","5550","5510","5560","5830","6550","7110","7640","8760","9440","11310","13000","15880","15760","16920","17800","18660","19450","20530","21610","",
"Russian Federation","RUS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8000","7820","6790","6350","5710","5560","5440","5580","5220","5680","6650","7270","7880","8970","10010","11540","14480","16280","19600","18760","19860","23360","24520","23300","24260","23770","",
"Rwanda","RWA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","550","570","650","640","350","490","540","580","590","600","630","670","750","760","830","900","990","1070","1170","1220","1290","1380","1490","1540","1640","1720","",
"South Asia","SAS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1201.78230924366","1234.03327108927","1304.59784736095","1365.13963730481","1447.26907620809","1549.74404236786","1650.74167063859","1707.56087599538","1785.99831706304","1916.7932797298","1998.03550450978","2095.23931423293","2177.2505893941","2346.12051942955","2547.25042105462","2812.56466124196","3098.15721389859","3392.07655935745","3535.09221446237","3777.42188103363","4092.04603259094","4383.69492230638","4641.66748037306","4937.29233921124","5296.39183296511","5658.13079136485","",
"Saudi Arabia","SAU","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24400","26230","26950","26570","26120","26260","26850","27380","27830","27320","28080","27920","27610","29280","32260","35170","37430","39410","42590","42740","43930","48160","50470","51590","53410","54840","",
"Sudan","SDN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1040","1050","1140","1210","1240","1310","1410","1560","1590","1600","1670","1750","1840","1940","2010","2180","2430","2680","2870","2880","2930","3340","3650","2580","3820","3990","",
"Senegal","SEN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1160","1190","1210","1200","1190","1250","1290","1320","1380","1450","1490","1550","1540","1640","1740","1840","1900","2000","2070","2050","2110","2120","2180","2200","2290","2380","",
"Singapore","SGP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21950","23390","25260","27510","30900","32940","34140","37340","35510","37810","40680","39940","41130","44160","47270","51460","57800","62360","60500","58720","70160","73280","74720","78320","79660","81360","",
"Solomon Islands","SLB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","790","890","940","890","970","1030","1000","1610","1610","1590","1370","1260","1200","1280","1360","1430","1550","1540","1490","1200","1300","1500","1870","2100","2040","2190","",
"Sierra Leone","SLE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","790","860","690","770","720","730","780","750","740","740","790","720","890","950","980","1020","1070","1240","1340","1390","1350","1370","1650","1910","1950","1560","",
"El Salvador","SLV","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2850","3010","3300","3590","3860","4150","4250","4450","4640","4790","4990","5170","5320","5500","5730","6100","6540","6960","7200","6940","7120","7390","7570","7780","7990","8240","",
"San Marino","SMR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Somalia","SOM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5570","5760","5140","5720","6150","6770","7150","8000","8600","9490","10260","11590","11650","11830","12670","12660","13200","13250","13420","",
"Sub-Saharan Africa (excluding high income)","SSA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1509.79442375212","1537.82560497265","1494.03318649897","1482.46102421001","1500.99242305034","1569.59148258207","1654.5442325142","1706.48763905413","1713.97771185926","1734.99095431502","1779.30303505046","1852.92378655771","1890.68416933184","1963.13276470515","2195.76232171857","2331.16062286575","2575.95609056486","2715.61657332652","2834.20389522162","2881.687424829","3019.06043845166","3136.92203384111","3236.57369726519","3310.42722249761","3506.44278913825","3567.08013958814","",
"South Sudan","SSD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2530","2640","2610","2230","1740","1850","1810","1630","",
"Sub-Saharan Africa","SSF","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1510.81349277608","1538.89231241161","1495.20327789645","1483.70920736104","1502.23949302226","1570.76833632222","1655.78122054493","1707.89110293193","1715.46758817504","1736.47848396545","1780.77602743725","1854.38951554088","1892.02447765433","1964.42965745613","2197.11019996407","2332.65056011015","2577.59033954756","2717.27231114121","2835.75839802089","2883.22621446579","3020.68472884778","3138.65973198061","3238.45756699197","3312.42212129015","3508.4525530975","3569.1425237646","",
"Small states","SST","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9553.10977264435","9945.84213167329","10347.742359424","10846.1350956808","11469.0698495333","12230.195178756","14084.8699947699","15499.0801927415","16507.9189009353","16224.0262205287","17205.5585819365","18604.6736968325","19412.9716874406","20227.1555435346","20778.32670612","21459.7269610637","",
"Sao Tome and Principe","STP","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1580","1610","1740","1810","1970","2270","2370","2480","2500","2640","2750","2810","2980","3190","3250","",
"Suriname","SUR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6690","6950","7020","","6820","6990","7130","7450","7520","7070","7600","6240","7720","8290","9100","10370","11490","12520","13240","13520","13880","14220","15110","15860","16500","16610","",
"Slovak Republic","SVK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8680","9430","10070","10610","10640","11290","12400","13240","13430","14590","16160","18310","20530","23250","22930","24450","24900","26140","27660","28530","29440","",
"Slovenia","SVN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13690","14400","15340","16080","17140","18070","19060","20210","20980","22560","23800","25550","27050","28940","27140","27530","28580","28630","29390","30950","31180","",
"Sweden","SWE","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19880","20040","19890","19710","21120","22410","23270","24140","25310","27090","29260","29710","30650","32000","33740","34430","38330","42000","43550","40710","42890","45060","46180","46950","47270","48700","",
"Swaziland","SWZ","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3760","3870","4010","4030","3950","4390","4690","4800","4670","4890","4840","5220","5110","5300","5700","6480","6580","6980","7210","7190","7070","7220","7410","7620","8100","8260","",
"Sint Maarten (Dutch part)","SXM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8860","9350","10280","10930","10950","10580","11240","12760","13530","13650","13870","14200","13140","13270","14320","16030","17690","18380","17630","17880","18840","20990","22930","24350","24950","25670","",
"Syrian Arab Republic","SYR","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Turks and Caicos Islands","TCA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chad","TCD","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","710","780","840","680","750","760","760","780","830","800","780","850","890","860","1150","1350","1340","1410","1400","1620","1820","1810","1950","1980","2080","2110","",
"East Asia & Pacific (IDA & IBRD countries)","TEA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1442.28209142495","1560.48796417404","1738.88740178965","1947.63504373792","2176.65496292007","2386.52751797287","2613.49890552079","2807.26465661543","2819.78262475254","2993.451905128","3255.42630209585","3499.26300739406","3794.60349728134","4235.02661703031","4699.76606945328","5255.33209063803","5967.66233213427","6830.53742140773","7507.91689331019","8034.01815664104","8834.89221653947","9628.08122820932","10500.242832266","11291.196092261","12253.3402915245","13030.1949274741","",
"Europe & Central Asia (IDA & IBRD countries)","TEC","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6340.00726029928","6161.09070191379","5667.43964067781","5497.54496491558","5104.86816649399","5140.39361936676","5266.26224383541","5504.74314781518","5532.67643307257","5725.24677720783","6360.51608189192","6765.203828835","7225.34212093747","7862.83534895776","8755.20695196317","9712.15313230703","11435.4498302081","12729.9064106306","14520.4894863446","14112.0383500077","15142.5147163175","16947.2234976154","17637.3519371719","17676.3034389268","18421.1147987539","18472.6693242667","",
"Togo","TGO","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","860","860","820","690","770","840","930","1050","1020","1020","1010","990","980","1020","1040","1050","1100","1130","1020","1040","1050","1070","1110","1130","1270","1330","",
"Thailand","THA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4240","4700","5110","5640","6170","6730","7130","6940","6340","6710","7170","7440","7870","8460","9130","9740","10570","11450","11880","11840","12720","13350","14220","14480","14990","15520","",
"Tajikistan","TJK","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2350","2210","1570","1310","1020","890","720","770","810","840","900","990","1100","1200","1370","1480","1590","1750","1910","1940","2570","2860","3050","3350","3390","3460","",
"Turkmenistan","TKM","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4450","3770","3400","3620","3300","3450","3970","3980","4340","4380","4640","4940","5390","6360","7170","8070","8440","9000","10260","11490","12850","14360","15760","",
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5558.83075774401","5897.64321572977","6138.76405820541","6746.11271624281","7063.38314683187","7095.09067252418","7369.68106615983","7762.34499200772","7857.28603818126","7864.26832923747","8256.76341891712","8367.79661208796","8367.75016626126","8566.93522829345","9228.89250531749","9907.33413414196","10726.4678504769","11620.6148220413","12203.5937554132","12000.4172481542","12885.5877481414","13685.57148192","14071.3190914392","14451.6740212774","14909.2805604318","14827.2283355509","",
"Timor-Leste","TLS","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1820","1900","2110","1730","1710","2100","3230","4580","7210","5350","6660","8270","8660","7840","5880","4550","",
"Middle East & North Africa (IDA & IBRD countries)","TMN","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5008.9526342601","4930.02406408195","5170.35422820015","5283.37178449239","5349.99503512497","5535.72578456984","5814.13448523308","6057.26552496297","6439.01273814462","6683.05527901371","7042.55793205595","7330.26536202577","7555.81126211419","7752.88019542716","8449.5592665927","9005.02454751878","9715.49893478936","10485.3927924934","10959.4052305849","11113.0995779444","11582.3401899219","11543.0408934694","11643.5955980369","11788.6440902875","12108.1051720992","","",
"Tonga","TON","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2370","2580","2630","2780","3080","3170","3240","3280","3450","3530","3640","3830","4010","4130","4230","4440","4530","4490","4670","4730","5050","5270","5370","5260","5370","5590","",
"South Asia (IDA & IBRD)","TSA","GNI per capita, PPP (current international $)","NY.GNP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1201.78230924366","1234.03327108927","1304.59784736095","1365.13963730481","1447.26907620809","1549.74404236786","1650.74167063859","1707.56087599538","1785.99831706304","1916.7932797298","1998.03550450978","2095.23931423293","2177.2505893941","2346.12051942955","2547.25042105462","2812.56466124196","3098.15721389859","3392.07655935745","3535.09221446237","3777.42188103363","4092.04603259094","4383.69492230638","4641.66748037306","4937.29233921124","5296.39183296511","5658.13079136485","",
